web-scraper-order,web-scraper-start-url,bookurl,bookurl-href,booktitle,bookseries,booknumber,bookauthor,bookcoverart,booktagline,publication,wikipagetext
"1585612793-1066","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn%27s_Big_Move","https://babysittersclub.fandom.com/wiki/Dawn%27s_Big_Move","Dawn's Big Move","The Baby-Sitters Club","67","Ann M. Martin, Peter Lerangis","Hodges Soileau","How could Dawn leave her best friends?","September 1993 (original)","In Dawn’s Big Move, Dawn has to make a very important decision. It isn’t easy for her. Her mind is telling her one thing, and her heart is telling her another. In the end, she decides to go where her heart leads her. One of the biggest decisions I ever had to make was where to go to college. To begin with, my guidance counselor had looked at my SAT scores and told me they were low, so there were very few colleges I would be able to get into. My parents looked at my grades and my activities, and decided that was ridiculous. Together, we visited thirteen colleges, and I applied to five. I was accepted at all of them, including two of the top women’s colleges in the country, Smith and Mount Holyoke. I knew I wanted to go to one of these colleges, and I liked both of them very much, but I liked Smith a little better. However, my mother had gone to Mount Holyoke. I agonized over this decision for days. I knew my mother would be happy if I went to Mount Holyoke, and I didn’t want to disappoint her. However, my heart was telling me to go to Smith. In the end, that was the decision I made — and it was the best decision of my life!"
"1585612862-1194","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia%27s_Freind_Friend","https://babysittersclub.fandom.com/wiki/Claudia%27s_Freind_Friend","Claudia's Freind Friend","The Baby-Sitters Club","63","Ann M. Martin, Nola Thacker","Hodges Soileau","Claudia and Shea can't spell, but they can be friends!","April 1993","Claudia's Freind Friend is the 63rd book in The Baby-Sitters Club series."
"1585612391-362","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne_vs._Logan","https://babysittersclub.fandom.com/wiki/Mary_Anne_vs._Logan","Mary Anne vs. Logan","The Baby-Sitters Club","41","Ann M. Martin","Hodges Soileau","The Baby-sitters thought Mary Anne and Logan would be together forever...","February 1991","Mary Anne is worried about her and Logan's relationship - he is too pushy and sort of demanding. Mary Anne's dad thinks that they need to spend less time together, but when she tries to tell Logan that he takes it the wrong way. So while Mary Anne is baby-sitting for Jamie Newton Logan knocks on the door. Mary Anne replies, ""What are you doing here?"" Logan says, ""You missed our date!"" They fight and argue in front of Jamie Newton. Logan runs out the door, and Mary Anne starts crying and Jamie makes her feel better by saying ""It's okay Mary Anne."" After awhile Mary Anne gets paid by the Newtons and leaves. The next day at school Logan comes to school and says ""Mary Anne I think......"
"1585612463-446","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Memory_Garden","https://babysittersclub.fandom.com/wiki/Mary_Anne_and_the_Memory_Garden","Mary Anne and the Memory Garden","The Baby-Sitters Club","93","Ann M. Martin, Jahnna Beecham and Malcolm Hillgartner","Hodges Soileau","Amelia's friends will always remember her.","January 1996","Mary Anne and the Memory Garden is the 93rd book in The Baby-Sitters Club series by Ann M. Martin."
"1585612740-955","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Hello,_Mallory","https://babysittersclub.fandom.com/wiki/Hello,_Mallory","Hello, Mallory","The Baby-Sitters Club","14","Ann M. Martin","Hodges Soileau","Why are the BSC members making it so hard for Mallory to join their club?","June 1988 (original) 
 June 1996 (reprint)","Jessi Ramsey moves into the neighborhood and she has a hard time adjusting to being the only black girl in the 6th grade. One day, Mallory introduces herself to Jessi and they become close friends."
"1585612900-1249","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Sad_Good-bye","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Sad_Good-bye","Claudia and the Sad Good-bye","The Baby-Sitters Club","26","Ann M. Martin","Hodges Soileau","Claudia thought she'd never have to say good-bye.","July 1989","Claudia has a sad good-bye to make. Her grandmother, Mimi, has just died. Claudia understands that Mimi was sick for a long time, but she's still mad at her grandmother for leaving her. Who will help Claudia with her homework...and share ""special tea"" with her?"
"1585612787-1059","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn%27s_Book","https://babysittersclub.fandom.com/wiki/Dawn%27s_Book","Dawn's Book","Baby-Sitters Club Portrait Collection","null","Ann M. Martin","Hodges Soileau (cover)
Angelo Tillery (interior)","null","September 1995","I thought I had escaped having to write my autobiography at SMS. But no! I move all the way back to California, and what do I find? My English teacher assigned the very same project."
"1585612858-1186","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn_(California_Diaries)","https://babysittersclub.fandom.com/wiki/Dawn_(California_Diaries)","Dawn (California Diaries)","California Diaries","1","Ann M. Martin","null","Friends. Changes. Together. Alone.","August 1997","Dawn is the first book in the California Diaries series and is written by Dawn Schafer."
"1585612846-1163","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn_and_the_Halloween_Mystery","https://babysittersclub.fandom.com/wiki/Dawn_and_the_Halloween_Mystery","Dawn and the Halloween Mystery","The Baby-Sitters Club Mystery","17","Ann M. Martin, Ellen Miles","Hodges Soileau","This is one Fright Night Dawn will never forget!","October 1994","On Halloween, Dawn is on her way to a sitting job when she notices the gate to the Fords’ backyard sitting open. As she goes to close it, she notices some footprints in the yard that match the robber’s. At first, Dawn doesn’t think anything of it, but when she passes by the Fords’ garage, she notices the black Chevy Cavalier with a bumper sticker from the hot dog place. Dawn figures out that Timmy’s dad has to be the robber. She rushes across the street to the DeWitts & explains to Mrs. DeWitt what she suspects. They notify the police and Timmy’s dad is taken into custody."
"1585612387-355","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Bad-Luck_Mystery","https://babysittersclub.fandom.com/wiki/Mary_Anne%27s_Bad-Luck_Mystery","Mary Anne's Bad-Luck Mystery","The Baby-Sitters Club","17","Ann M. Martin","Hodges Soileau","When is Mary Anne's bad luck going to end?","October 1988 (original) 
 September 1996 (reprint)","Dear Reader,"
"1585612903-1259","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Recipe_for_Danger","https://babysittersclub.fandom.com/wiki/Claudia_and_the_Recipe_for_Danger","Claudia and the Recipe for Danger","The Baby-Sitters Club Mystery","21","Ann M. Martin, Ellen Miles","Hodges Soileau","Somebody's cooking up trouble...","August 1995","Claudia and the Recipe for Danger is the 21st book in The Baby-Sitters Club Mystery series."
"1585612518-536","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Mallory_and_the_Mystery_Diary","https://babysittersclub.fandom.com/wiki/Mallory_and_the_Mystery_Diary","Mallory and the Mystery Diary","The Baby-Sitters Club","29","Ann M. Martin","Hodges Soileau","A locked trunk and a secret diary all add up to... a mystery for the Baby-sitters!","November 1989","The next day, Mal’s brothers ask if they can open the trunk, but Mallory won't allow them because she doesn't want to ruin the locks. Later that day at the Monday BSC meeting, Mallory informs the club on the trunk's progress, and Kristy suggests using dynamite to open the trunk. Finally on Friday afternoon, Mallory orders her triplet siblings to open the trunk with a hammer and wrench, and what she finds inside is amazing. Not only are there antique dresses, blouses, brooches, and books, but also the diary of Sophie, a 12-year-old girl that lived in Stacey’s house during the year of 1894."
"1585612543-599","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Maggie_(California_Diaries)","https://babysittersclub.fandom.com/wiki/Maggie_(California_Diaries)","Maggie (California Diaries)","California Diaries","3","Ann M. Martin","null","Perfect. Always. Pressure.","October 1997",""
"1585612862-1197","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Claudia%27s_Freind_Friend","https://babysittersclub.fandom.com/wiki/Claudia%27s_Freind_Friend","Claudia's Freind Friend","The Baby-Sitters Club","63","Ann M. Martin, Nola Thacker","Hodges Soileau","Claudia and Shea can't spell, but they can be friends!","April 1993","Dear Reader,"
"1585612821-1109","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Dawn_and_Whitney,_Friends_Forever","https://babysittersclub.fandom.com/wiki/Dawn_and_Whitney,_Friends_Forever","Dawn and Whitney, Friends Forever","Baby-Sitters Club","77","Ann M. Martin","Hodges Soileau","Can Dawn be a friend and a baby-sitter?","August 1994","Some of the kids at the camp had Down syndrome, like Whitney; many of them did not. The day camp was a typical summer program. The counselors and the kids went swimming, did arts and crafts, put on plays, took field trips, and went to the playground. Although I had done lots of baby-sitting and some tutoring, I had not worked with kids with disabilities before, so I was a little nervous. But the day camp turned out to be a wonderful experience. I liked getting to know the kids and meeting some of their families. In fact, I enjoyed the experience enough so that a couple of years later, when a friend of mine told me about Eden Institute, I decided to volunteer there. Now, years later, Eden is still an important part of my life."
"1585612250-149","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Stacey%27s_Ex-Boyfriend","https://babysittersclub.fandom.com/wiki/Stacey%27s_Ex-Boyfriend","Stacey's Ex-Boyfriend","The Baby-Sitters Club","119","Ann M. Martin, Suzanne Weyn","Hodges Soileau","What's wrong with Robert?","May 1998","Stacey would like to help... even though it feels weird hanging out with Robert again. He seems to need more and more of her time. Stacey isn't sure that she should be seeing so much of him, but if she doesn't help him, who will?"
"1585612620-721","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Vampires","https://babysittersclub.fandom.com/wiki/Kristy_and_the_Vampires","Kristy and the Vampires","The Baby-Sitters Club Mystery","15","Ann M. Martin, Ellen Miles","Hodges Soileau","Strange things happen when Hollywood comes to Stoneybrook.","June 1994","Kristy rushes back to the movie set where Derek might be in trouble. At first, she doesn’t see Derek, his driver, or the car that they’d been using. Kristy worries about being too late, but then she seems them. Kristy tells the driver what she suspects & he gets out of the car to investigate. The brake line had been cut and if they tried to drive anywhere, there would’ve been serious trouble. By that time, a crowd has gathered around including Lindsey Rockaway. Kristy accuses her point-blank of the crime & Lindsey confesses. She is taken to police custody and taken to a private facility in Massachusetts for disturbed adolescents."
"1585612590-666","https://github.com/datasittersclub/dscm3/blob/master/bsc_wiki_links.md","https://babysittersclub.fandom.com/wiki/Kristy_Thomas,_Dog_Trainer","https://babysittersclub.fandom.com/wiki/Kristy_Thomas,_Dog_Trainer","Kristy Thomas, Dog Trainer","The Baby-Sitters Club","118","Ann M. Martin, Nola Thacker","Hodges Soileau","Kristy is a dog's best friend.","April 1998","Kristy Thomas, Dog Trainer is the 118th book in The Baby-Sitters Club series by Ann M. Martin."
